,sales_record_id,sales_order_id,created_date,created_time,last_updated_date,last_updated_time,sales_staff_id,counterparty_id,units_sold,unit_price,currency_id,design_id,agreed_payment_date,agreed_delivery_date,agreed_delivery_location_id
199,591,125,2022-12-19,09:22:09.932000,2022-12-19,09:22:09.932000,6,7,33976,2.64,3,30,2022-12-21,2022-12-19,11
200,604,138,2022-12-20,11:03:10.484000,2022-12-20,11:03:10.484000,18,17,96097,3.35,3,25,2022-12-22,2022-12-24,14
201,598,132,2022-12-19,17:29:10.168000,2022-12-19,17:29:10.168000,7,18,43987,3.17,2,6,2022-12-23,2022-12-24,19
202,583,118,2022-12-16,14:30:09.840000,2022-12-16,14:30:09.840000,10,3,16688,3.75,2,9,2022-12-20,2022-12-19,17
203,588,122,2022-12-19,08:19:09.974000,2022-12-19,08:19:09.974000,13,11,22123,3.51,2,25,2022-12-24,2022-12-21,21
204,542,38,2022-11-29,14:34:10.160000,2022-11-29,14:34:10.160000,19,6,78190,2.14,2,3,2022-11-29,2022-12-05,4
205,545,76,2022-12-13,12:47:10.479000,2022-12-13,12:47:10.479000,13,19,26453,2.49,3,9,2022-12-14,2022-12-13,5
206,557,91,2022-12-14,10:24:09.763000,2022-12-14,10:24:09.763000,4,7,81477,3.6,3,19,2022-12-16,2022-12-18,5
207,560,94,2022-12-14,17:28:10.177000,2022-12-14,17:28:10.177000,14,20,36531,3.25,2,19,2022-12-20,2022-12-14,15
208,565,99,2022-12-15,11:51:09.876000,2022-12-15,11:51:09.876000,8,3,15311,3.87,3,5,2022-12-21,2022-12-18,17
209,548,80,2022-12-13,15:47:10.282000,2022-12-13,15:47:10.282000,10,5,27304,3.87,3,5,2022-12-19,2022-12-18,5
210,1441,1049,2023-02-28,16:01:10.455000,2023-02-28,16:01:10.455000,20,10,77158,2.01,2,71,2023-03-03,2023-03-01,10
211,404,922,2023-02-20,08:31:10.334000,2023-02-20,08:31:10.334000,20,7,43539,3.44,3,12,2023-02-24,2023-02-24,1
212,618,142,2022-12-20,15:54:10.213000,2022-12-20,15:54:10.213000,16,13,98789,3.57,2,72,2022-12-25,2022-12-22,26
213,677,211,2022-12-29,14:10:10.120000,2022-12-29,14:10:10.120000,11,10,10348,3.0,3,9,2023-01-04,2023-01-02,6
214,621,152,2022-12-21,16:08:10.029000,2022-12-21,16:08:10.029000,12,10,97564,2.92,3,37,2022-12-22,2022-12-26,30
215,669,203,2022-12-28,14:21:10.363000,2022-12-28,14:21:10.363000,5,19,24529,2.2,3,15,2022-12-30,2023-01-03,8
216,689,222,2023-01-02,10:05:10.262000,2023-01-02,10:05:10.262000,8,7,93490,2.89,3,20,2023-01-07,2023-01-06,7
217,659,192,2022-12-27,11:59:10.286000,2022-12-27,11:59:10.286000,13,18,87789,2.34,3,4,2022-12-28,2023-01-02,27
218,632,165,2022-12-22,15:50:10.266000,2022-12-22,15:50:10.266000,8,2,33532,2.26,3,3,2022-12-25,2022-12-23,14
219,636,169,2022-12-22,18:46:10.616000,2022-12-22,18:46:10.616000,4,18,42597,3.87,2,28,2022-12-25,2022-12-25,2
220,682,216,2022-12-30,11:46:10.264000,2022-12-30,11:46:10.264000,16,6,60430,2.91,3,34,2023-01-01,2023-01-03,17
221,681,215,2022-12-30,09:51:10.103000,2022-12-30,09:51:10.103000,9,18,84944,3.67,2,13,2023-01-02,2023-01-01,25
222,619,150,2022-12-21,14:08:09.851000,2022-12-21,14:08:09.851000,10,19,35465,2.11,3,9,2022-12-27,2022-12-28,26
223,674,208,2022-12-29,11:05:09.869000,2022-12-29,11:05:09.869000,8,19,77061,3.14,3,23,2023-01-01,2022-12-31,4
224,678,212,2022-12-29,14:12:10.330000,2022-12-29,14:12:10.330000,20,7,8380,2.37,2,24,2023-01-03,2023-01-02,6
225,635,168,2022-12-22,18:25:10.305000,2022-12-22,18:25:10.305000,18,13,39807,2.8,2,3,2022-12-23,2022-12-28,5
226,630,161,2022-12-22,12:46:09.957000,2022-12-22,12:46:09.957000,9,2,54695,3.79,3,29,2022-12-27,2022-12-26,17
227,629,160,2022-12-22,11:37:10.167000,2022-12-22,11:37:10.167000,7,4,61612,3.75,3,13,2022-12-26,2022-12-26,24
228,634,167,2022-12-22,17:24:09.958000,2022-12-22,17:24:09.958000,14,3,46858,2.68,2,15,2022-12-24,2022-12-27,12
229,631,163,2022-12-22,13:51:09.924000,2022-12-22,13:51:09.924000,17,10,53537,3.58,3,21,2022-12-23,2022-12-27,28
230,665,199,2022-12-28,11:29:10.091000,2022-12-28,11:29:10.091000,13,8,56634,3.34,3,24,2022-12-30,2023-01-04,24
231,688,221,2022-12-30,18:01:10.164000,2022-12-30,18:01:10.164000,9,16,79771,2.23,2,19,2022-12-31,2023-01-04,29
232,644,177,2022-12-23,16:53:09.890000,2022-12-23,16:53:09.890000,18,9,67661,3.75,2,27,2022-12-26,2022-12-27,22
233,661,194,2022-12-27,15:08:10.260000,2022-12-27,15:08:10.260000,6,14,15240,3.96,2,36,2022-12-31,2022-12-28,3
234,637,170,2022-12-23,09:38:09.877000,2022-12-23,09:38:09.877000,18,7,44718,3.99,2,33,2022-12-23,2022-12-29,21
235,638,171,2022-12-23,09:41:10.365000,2022-12-23,09:41:10.365000,2,18,35856,3.52,2,36,2022-12-28,2022-12-26,3
236,672,206,2022-12-28,18:24:09.926000,2022-12-28,18:24:09.926000,4,13,21072,2.36,3,8,2022-12-31,2023-01-02,5
237,685,218,2022-12-30,15:02:09.860000,2022-12-30,15:02:09.860000,19,13,17366,3.5,2,20,2023-01-01,2022-12-31,4
238,684,217,2022-12-30,14:35:10.286000,2022-12-30,14:35:10.286000,7,14,37052,3.2,3,19,2022-12-31,2023-01-04,13
239,641,174,2022-12-23,13:00:10.509000,2022-12-23,13:00:10.509000,8,6,52408,3.26,2,25,2022-12-28,2022-12-29,7
240,686,219,2022-12-30,16:18:10.393000,2022-12-30,16:18:10.393000,14,15,55044,2.91,3,42,2023-01-01,2023-01-05,15
241,624,155,2022-12-21,18:28:10.064000,2022-12-21,18:28:10.064000,15,2,60214,2.54,2,32,2022-12-27,2022-12-26,29
242,643,176,2022-12-23,16:01:10.217000,2022-12-23,16:01:10.217000,11,17,59849,2.21,2,26,2022-12-24,2022-12-27,23
243,646,179,2022-12-26,08:05:10.099000,2022-12-26,08:05:10.099000,6,17,48488,3.09,3,24,2022-12-26,2022-12-31,23
244,627,158,2022-12-22,08:44:09.948000,2022-12-22,08:44:09.948000,11,17,79275,3.23,3,15,2022-12-28,2022-12-22,17
245,620,151,2022-12-21,15:08:09.979000,2022-12-21,15:08:09.979000,11,18,93429,2.62,2,18,2022-12-25,2022-12-24,15
246,622,153,2022-12-21,17:13:09.803000,2022-12-21,17:13:09.803000,10,5,22418,2.94,2,26,2022-12-21,2022-12-24,29
247,623,154,2022-12-21,17:22:10.490000,2022-12-21,17:22:10.490000,16,10,81201,2.19,3,14,2022-12-26,2022-12-24,23
248,617,100,2022-12-15,11:55:10.280000,2022-12-15,11:55:10.280000,8,14,10809,3.38,3,31,2022-12-18,2023-02-26,24
249,679,213,2022-12-29,14:55:10.629000,2022-12-29,14:55:10.629000,2,16,47257,2.5,2,28,2023-01-01,2022-12-30,21
250,675,209,2022-12-29,11:24:10.190000,2022-12-29,11:24:10.190000,8,14,66603,3.01,2,19,2023-01-02,2022-12-29,2
251,649,181,2022-12-26,12:02:10.056000,2022-12-26,12:02:10.056000,2,5,78508,3.67,2,16,2022-12-27,2022-12-26,7
252,680,214,2022-12-29,15:27:10.242000,2022-12-29,15:27:10.242000,6,6,39817,2.64,3,34,2023-01-03,2023-01-01,2
253,655,187,2022-12-26,17:25:10.274000,2022-12-26,17:25:10.274000,12,11,55155,2.7,2,7,2023-01-01,2022-12-28,4
254,650,182,2022-12-26,12:08:10.100000,2022-12-26,12:08:10.100000,6,12,51497,2.15,3,7,2022-12-28,2022-12-31,27
255,676,210,2022-12-29,12:35:09.864000,2022-12-29,12:35:09.864000,4,18,29983,3.27,3,5,2023-01-03,2023-01-01,23
256,626,157,2022-12-22,08:00:12.774000,2022-12-22,08:00:12.774000,2,20,93266,3.3,3,19,2022-12-26,2022-12-28,16
257,642,175,2022-12-23,13:33:10.217000,2022-12-23,13:33:10.217000,16,14,87304,2.64,3,4,2022-12-26,2022-12-24,11
258,683,85,2022-12-13,18:34:09.873000,2022-12-13,18:34:09.873000,2,12,29438,2.63,2,17,2022-12-18,2023-01-06,27
259,645,178,2022-12-23,17:25:10.633000,2022-12-23,17:25:10.633000,18,10,62706,2.16,3,21,2022-12-29,2022-12-27,5
260,656,188,2022-12-27,08:38:10.095000,2022-12-27,08:38:10.095000,18,9,81249,3.83,3,31,2022-12-30,2022-12-31,5
261,625,156,2022-12-21,18:49:10.231000,2022-12-21,18:49:10.231000,7,11,1251,3.15,2,9,2022-12-22,2022-12-27,24
262,628,159,2022-12-22,09:43:10.076000,2022-12-22,09:43:10.076000,13,20,31366,2.27,2,32,2022-12-23,2022-12-25,9
263,657,190,2022-12-27,11:12:09.858000,2022-12-27,11:12:09.858000,15,17,11073,2.36,3,14,2022-12-28,2022-12-30,23
264,666,200,2022-12-28,13:25:10.269000,2022-12-28,13:25:10.269000,7,6,47999,3.5,3,17,2023-01-03,2022-12-29,6
265,639,172,2022-12-23,12:06:10.319000,2022-12-23,12:06:10.319000,19,8,10618,3.0,2,16,2022-12-25,2022-12-28,22
266,662,195,2022-12-27,16:27:10.160000,2022-12-27,16:27:10.160000,11,8,41558,3.98,3,31,2022-12-27,2022-12-27,7
267,663,196,2022-12-27,17:10:10.321000,2022-12-27,17:10:10.321000,14,8,43795,2.41,2,29,2023-01-01,2023-01-01,5
268,658,191,2022-12-27,11:43:10.368000,2022-12-27,11:43:10.368000,3,9,24002,3.85,3,5,2023-01-01,2023-01-01,19
269,664,198,2022-12-28,11:20:10.209000,2022-12-28,11:20:10.209000,12,6,98762,2.21,2,37,2023-01-02,2023-01-03,8
270,653,185,2022-12-26,15:44:10.307000,2022-12-26,15:44:10.307000,13,20,89793,2.97,2,21,2022-12-30,2022-12-27,17
271,616,81,2022-12-13,15:50:10.217000,2022-12-13,15:50:10.217000,20,20,86854,2.14,2,30,2022-12-18,2022-12-16,17
272,667,201,2022-12-28,13:27:10.176000,2022-12-28,13:27:10.176000,6,18,42097,3.32,3,19,2022-12-30,2022-12-30,16
273,668,202,2022-12-28,13:34:10.318000,2022-12-28,13:34:10.318000,16,11,14989,2.92,3,38,2022-12-29,2023-01-01,9
274,640,173,2022-12-23,12:27:10.293000,2022-12-23,12:27:10.293000,14,12,91531,2.55,2,13,2022-12-23,2022-12-24,17
275,648,162,2022-12-22,12:47:10.104000,2022-12-22,12:47:10.104000,2,3,5465,2.98,3,20,2022-12-28,2022-12-28,14
276,651,183,2022-12-26,12:37:10.140000,2022-12-26,12:37:10.140000,11,18,5901,2.13,3,33,2022-12-30,2023-01-01,8
277,652,184,2022-12-26,12:42:10.758000,2022-12-26,12:42:10.758000,13,10,64874,3.63,2,30,2022-12-28,2022-12-29,10
278,654,186,2022-12-26,16:11:10.217000,2022-12-26,16:11:10.217000,14,13,48819,2.97,2,27,2022-12-28,2022-12-31,8
279,671,205,2022-12-28,17:18:10.161000,2022-12-28,17:18:10.161000,12,8,26311,3.86,3,37,2022-12-29,2022-12-29,5
280,1443,1051,2023-02-28,17:04:10.158000,2023-02-28,17:04:10.158000,13,5,7207,2.58,1,39,2023-03-01,2023-03-04,7
281,733,263,2023-01-04,18:18:10.472000,2023-01-04,18:18:10.472000,19,14,78185,2.72,2,36,2023-01-07,2023-01-10,18
282,734,264,2023-01-04,18:53:10.335000,2023-01-04,18:53:10.335000,9,16,63097,3.95,2,45,2023-01-06,2023-01-10,29
283,485,17,2022-11-15,08:46:09.873000,2022-11-15,08:46:09.873000,20,13,36220,2.0,3,7,2022-11-19,2022-11-20,9
284,745,275,2023-01-05,18:28:10.108000,2023-01-05,18:28:10.108000,12,6,62649,2.4,2,38,2023-01-06,2023-01-10,14
285,727,258,2023-01-04,12:26:09.977000,2023-01-04,12:26:09.977000,12,9,70706,3.4,2,20,2023-01-06,2023-01-11,8
286,694,225,2023-01-02,12:55:10.263000,2023-01-02,12:55:10.263000,8,8,18243,3.42,3,18,2023-01-03,2023-01-09,4
287,709,240,2023-01-02,17:39:10.212000,2023-01-02,17:39:10.212000,2,15,13559,2.71,2,28,2023-01-06,2023-01-03,28
288,713,244,2023-01-03,08:42:10.102000,2023-01-03,08:42:10.102000,16,11,37888,2.23,2,31,2023-01-04,2023-01-07,26
289,756,286,2023-01-09,14:10:09.920000,2023-01-09,14:10:09.920000,11,9,14435,2.96,3,10,2023-01-12,2023-01-12,16
290,719,250,2023-01-03,13:13:10.308000,2023-01-03,13:13:10.308000,13,12,27458,3.43,2,22,2023-01-08,2023-01-06,25
291,1245,785,2023-02-10,08:08:09.997000,2023-02-10,08:08:09.997000,13,1,55024,3.3,1,22,2023-02-15,2023-02-12,25
292,759,289,2023-01-10,08:01:10.752000,2023-01-10,08:01:10.752000,12,15,3673,3.49,3,37,2023-01-13,2023-01-10,20
293,696,227,2023-01-02,13:43:10.172000,2023-01-02,13:43:10.172000,16,18,52518,3.73,2,31,2023-01-08,2023-01-07,25
294,704,235,2023-01-02,15:16:10.267000,2023-01-02,15:16:10.267000,5,19,26348,3.73,3,43,2023-01-07,2023-01-05,27
295,741,271,2023-01-05,14:10:10.243000,2023-01-05,14:10:10.243000,20,8,27601,3.84,3,41,2023-01-10,2023-01-12,14
296,725,256,2023-01-04,09:03:10.276000,2023-01-04,09:03:10.276000,7,20,73111,2.4,3,27,2023-01-09,2023-01-05,3
297,697,228,2023-01-02,13:46:10.081000,2023-01-02,13:46:10.081000,10,2,73416,3.42,2,19,2023-01-06,2023-01-07,19
298,711,242,2023-01-03,08:08:10.030000,2023-01-03,08:08:10.030000,11,19,88523,3.79,3,22,2023-01-06,2023-01-09,29
299,698,229,2023-01-02,13:54:10.323000,2023-01-02,13:54:10.323000,19,19,97131,2.98,3,29,2023-01-05,2023-01-08,11
300,749,279,2023-01-06,15:35:10.192000,2023-01-06,15:35:10.192000,7,15,9560,3.25,3,31,2023-01-09,2023-01-10,29
301,715,246,2023-01-03,09:24:10.575000,2023-01-03,09:24:10.575000,7,16,2797,2.67,2,36,2023-01-06,2023-01-04,27
302,720,251,2023-01-03,13:26:09.872000,2023-01-03,13:26:09.872000,11,16,69082,2.22,2,23,2023-01-07,2023-01-07,30
303,484,15,2022-11-11,08:51:10.286000,2022-11-11,08:51:10.286000,7,10,74957,3.25,3,9,2022-11-15,2022-11-12,28
304,757,287,2023-01-09,17:35:10.547000,2023-01-09,17:35:10.547000,16,12,46254,2.32,3,24,2023-01-13,2023-01-11,28
305,707,238,2023-01-02,15:56:10.236000,2023-01-02,15:56:10.236000,11,5,37829,2.89,2,14,2023-01-06,2023-01-03,12
306,728,259,2023-01-04,14:04:10.078000,2023-01-04,14:04:10.078000,6,15,54700,3.08,3,7,2023-01-06,2023-01-07,17
307,724,255,2023-01-04,08:12:10.581000,2023-01-04,08:12:10.581000,16,11,61786,3.81,3,14,2023-01-08,2023-01-05,15
308,730,260,2023-01-04,15:00:10.233000,2023-01-04,15:00:10.233000,11,9,87635,3.05,2,6,2023-01-10,2023-01-11,4
309,738,268,2023-01-05,12:14:10.325000,2023-01-05,12:14:10.325000,2,14,14843,2.3,3,20,2023-01-10,2023-01-11,10
310,744,274,2023-01-05,17:43:10.089000,2023-01-05,17:43:10.089000,6,3,35397,3.67,2,10,2023-01-08,2023-01-11,23
311,731,261,2023-01-04,17:44:10.476000,2023-01-04,17:44:10.476000,20,19,39204,3.26,2,5,2023-01-06,2023-01-05,23
312,708,239,2023-01-02,17:10:10.268000,2023-01-02,17:10:10.268000,9,20,61240,3.26,3,42,2023-01-05,2023-01-09,19
313,753,283,2023-01-09,11:53:10.655000,2023-01-09,11:53:10.655000,4,20,70359,3.14,3,40,2023-01-13,2023-01-15,17
314,754,284,2023-01-09,11:58:10.068000,2023-01-09,11:58:10.068000,12,12,4603,3.94,2,9,2023-01-14,2023-01-12,28
315,699,230,2023-01-02,14:02:10.213000,2023-01-02,14:02:10.213000,6,9,72653,2.09,3,41,2023-01-05,2023-01-03,29
316,726,257,2023-01-04,09:30:09.973000,2023-01-04,09:30:09.973000,5,6,32639,2.99,3,10,2023-01-10,2023-01-07,11
317,742,272,2023-01-05,14:47:09.931000,2023-01-05,14:47:09.931000,9,3,25620,3.65,3,47,2023-01-10,2023-01-12,28
318,712,243,2023-01-03,08:12:10.276000,2023-01-03,08:12:10.276000,15,4,4015,3.56,2,16,2023-01-08,2023-01-08,13
319,706,237,2023-01-02,15:43:10.183000,2023-01-02,15:43:10.183000,12,16,73335,3.84,2,3,2023-01-08,2023-01-08,14
320,752,282,2023-01-06,18:47:09.986000,2023-01-06,18:47:09.986000,5,15,81567,2.22,2,13,2023-01-09,2023-01-08,4
321,760,290,2023-01-10,08:33:10.101000,2023-01-10,08:33:10.101000,19,12,57031,2.73,2,21,2023-01-14,2023-01-15,22
322,732,262,2023-01-04,18:13:10.423000,2023-01-04,18:13:10.423000,14,13,49147,2.15,2,30,2023-01-08,2023-01-07,30
323,746,276,2023-01-06,11:20:10.251000,2023-01-06,11:20:10.251000,13,9,47498,3.09,2,22,2023-01-11,2023-01-08,25
324,748,278,2023-01-06,15:19:10.162000,2023-01-06,15:19:10.162000,3,13,72252,2.91,3,32,2023-01-08,2023-01-06,30
325,701,232,2023-01-02,14:25:10.312000,2023-01-02,14:25:10.312000,19,13,64649,2.1,2,10,2023-01-02,2023-01-08,29
326,691,164,2022-12-22,15:35:09.924000,2022-12-22,15:35:09.924000,8,8,23419,3.8,3,15,2022-12-24,2022-12-26,30
327,747,277,2023-01-06,14:53:10.200000,2023-01-06,14:53:10.200000,3,4,40590,2.75,2,8,2023-01-09,2023-01-09,8
328,723,254,2023-01-03,18:15:09.825000,2023-01-03,18:15:09.825000,16,9,98417,2.07,2,23,2023-01-04,2023-01-05,12
329,693,224,2023-01-02,10:55:10.265000,2023-01-02,10:55:10.265000,10,2,10070,3.66,2,39,2023-01-04,2023-01-04,27
330,716,247,2023-01-03,10:38:10.073000,2023-01-03,10:38:10.073000,7,10,3576,2.31,2,43,2023-01-07,2023-01-08,18
331,722,253,2023-01-03,14:26:10.363000,2023-01-03,14:26:10.363000,6,15,83969,3.4,2,29,2023-01-07,2023-01-07,10
332,718,249,2023-01-03,12:57:10.224000,2023-01-03,12:57:10.224000,7,5,31238,3.38,3,9,2023-01-08,2023-01-10,15
333,702,233,2023-01-02,14:28:09.895000,2023-01-02,14:28:09.895000,14,14,3017,2.22,2,27,2023-01-03,2023-01-07,17
334,721,252,2023-01-03,14:13:09.872000,2023-01-03,14:13:09.872000,18,17,32583,3.24,3,22,2023-01-05,2023-01-07,19
335,710,241,2023-01-02,18:10:10.296000,2023-01-02,18:10:10.296000,5,9,98152,3.36,3,19,2023-01-02,2023-01-04,13
336,735,265,2023-01-05,08:59:10.005000,2023-01-05,08:59:10.005000,8,18,39624,2.78,2,19,2023-01-08,2023-01-08,10
337,692,197,2022-12-27,18:27:10.276000,2022-12-27,18:27:10.276000,19,8,70553,3.63,3,10,2022-12-31,2023-02-05,20
338,737,267,2023-01-05,11:00:10.545000,2023-01-05,11:00:10.545000,16,16,75444,3.62,3,23,2023-01-06,2023-01-05,18
339,736,266,2023-01-05,09:38:09.973000,2023-01-05,09:38:09.973000,6,14,99489,2.32,2,23,2023-01-07,2023-01-09,21
340,739,269,2023-01-05,12:48:10.194000,2023-01-05,12:48:10.194000,11,18,14912,3.3,2,21,2023-01-10,2023-01-06,20
341,740,270,2023-01-05,14:04:10.441000,2023-01-05,14:04:10.441000,6,17,70598,3.3,3,21,2023-01-11,2023-01-08,16
342,714,245,2023-01-03,09:18:09.825000,2023-01-03,09:18:09.825000,16,16,35478,3.65,2,7,2023-01-05,2023-01-04,26
343,743,273,2023-01-05,15:01:09.954000,2023-01-05,15:01:09.954000,8,12,78293,3.77,2,47,2023-01-08,2023-01-12,22
344,717,248,2023-01-03,11:08:09.857000,2023-01-03,11:08:09.857000,8,17,45093,2.83,2,8,2023-01-08,2023-01-05,18
345,750,280,2023-01-06,15:59:10.402000,2023-01-06,15:59:10.402000,9,7,61222,2.38,2,36,2023-01-12,2023-01-07,16
346,751,281,2023-01-06,17:45:09.951000,2023-01-06,17:45:09.951000,3,17,46830,3.15,3,33,2023-01-08,2023-01-08,18
347,755,285,2023-01-09,12:59:09.869000,2023-01-09,12:59:09.869000,19,19,40042,2.85,2,17,2023-01-12,2023-01-09,20
348,814,346,2023-01-13,11:26:10.245000,2023-01-13,11:26:10.245000,14,14,7984,2.68,3,22,2023-01-19,2023-01-19,12
349,540,75,2022-12-13,11:06:09.753000,2022-12-13,11:06:09.753000,17,17,50434,2.67,2,27,2022-12-18,2022-12-17,8
350,825,357,2023-01-13,18:18:10.337000,2023-01-13,18:18:10.337000,10,7,17016,3.31,1,48,2023-01-16,2023-01-16,12
351,786,318,2023-01-11,17:26:10.100000,2023-01-11,17:26:10.100000,10,18,96988,2.65,3,35,2023-01-12,2023-01-17,13
352,807,339,2023-01-13,09:28:10.293000,2023-01-13,09:28:10.293000,19,2,87283,2.33,3,5,2023-01-15,2023-01-13,6
353,783,315,2023-01-11,11:49:10.124000,2023-01-11,11:49:10.124000,18,14,29387,2.5,2,15,2023-01-11,2023-01-11,27
354,795,327,2023-01-12,15:27:10.246000,2023-01-12,15:27:10.246000,11,13,26509,3.26,2,6,2023-01-15,2023-01-16,18
355,558,92,2022-12-14,15:00:10.409000,2022-12-14,15:00:10.409000,14,10,39034,3.15,2,24,2022-12-20,2022-12-15,5
356,788,320,2023-01-11,18:05:09.982000,2023-01-11,18:05:09.982000,5,5,47161,2.91,2,45,2023-01-13,2023-01-12,3
357,768,298,2023-01-10,14:28:09.857000,2023-01-10,14:28:09.857000,10,13,7027,2.91,2,37,2023-01-10,2023-01-14,2
358,826,358,2023-01-13,18:54:10.469000,2023-01-13,18:54:10.469000,20,10,90248,2.61,3,24,2023-01-15,2023-01-15,13
359,796,328,2023-01-12,15:49:10.033000,2023-01-12,15:49:10.033000,11,4,80971,2.83,3,2,2023-01-15,2023-01-14,15
360,821,353,2023-01-13,17:13:10.306000,2023-01-13,17:13:10.306000,2,5,21827,2.85,3,11,2023-01-15,2023-01-15,4
361,794,326,2023-01-12,10:53:09.978000,2023-01-12,10:53:09.978000,7,7,41705,2.23,1,4,2023-01-17,2023-01-13,29
362,782,314,2023-01-11,11:22:10.231000,2023-01-11,11:22:10.231000,18,5,80895,2.93,2,43,2023-01-13,2023-01-14,11
363,812,344,2023-01-13,10:22:10.106000,2023-01-13,10:22:10.106000,4,4,95033,2.84,1,28,2023-01-15,2023-01-16,2
364,799,331,2023-01-12,16:25:10.221000,2023-01-12,16:25:10.221000,10,10,5808,3.4,1,5,2023-01-15,2023-01-14,5
365,797,329,2023-01-12,16:21:10.077000,2023-01-12,16:21:10.077000,4,3,42820,3.33,3,38,2023-01-18,2023-01-19,30
366,766,296,2023-01-10,13:07:10.383000,2023-01-10,13:07:10.383000,6,8,74621,3.76,2,43,2023-01-14,2023-01-12,25
367,793,325,2023-01-12,10:33:10.018000,2023-01-12,10:33:10.018000,3,17,25992,2.61,2,45,2023-01-15,2023-01-14,1
368,802,334,2023-01-12,17:56:10.148000,2023-01-12,17:56:10.148000,20,14,21918,2.65,1,30,2023-01-13,2023-01-13,13
369,787,319,2023-01-11,17:27:10.113000,2023-01-11,17:27:10.113000,19,13,67247,2.18,2,13,2023-01-15,2023-01-12,18
370,819,351,2023-01-13,16:24:10.175000,2023-01-13,16:24:10.175000,7,20,85521,3.19,1,46,2023-01-17,2023-01-15,20
371,830,362,2023-01-16,09:58:09.806000,2023-01-16,09:58:09.806000,13,20,74272,3.76,1,37,2023-01-21,2023-01-16,9
372,775,306,2023-01-11,09:03:09.949000,2023-01-11,09:03:09.949000,18,11,12549,3.93,3,37,2023-01-12,2023-01-15,20
373,538,73,2022-12-12,18:23:09.777000,2022-12-12,18:23:09.777000,20,18,46168,3.77,2,9,2022-12-13,2022-12-14,5
374,785,317,2023-01-11,17:18:10.097000,2023-01-11,17:18:10.097000,19,9,21393,3.09,3,2,2023-01-13,2023-01-15,17
375,764,294,2023-01-10,10:39:10.121000,2023-01-10,10:39:10.121000,2,12,53601,3.27,2,45,2023-01-12,2023-01-11,11
376,789,321,2023-01-11,18:22:10.068000,2023-01-11,18:22:10.068000,4,12,87172,2.71,2,3,2023-01-14,2023-01-16,20
377,772,303,2023-01-10,16:43:10.819000,2023-01-10,16:43:10.819000,12,5,49310,2.07,3,7,2023-01-11,2023-01-12,9
378,811,343,2023-01-13,10:09:10.428000,2023-01-13,10:09:10.428000,6,13,46902,3.74,2,33,2023-01-15,2023-01-20,14
379,800,332,2023-01-12,16:34:10.386000,2023-01-12,16:34:10.386000,18,11,14313,3.0,2,33,2023-01-13,2023-01-18,26
380,820,352,2023-01-13,16:57:09.816000,2023-01-13,16:57:09.816000,6,11,83107,2.18,2,22,2023-01-15,2023-01-18,19
381,765,295,2023-01-10,10:43:09.867000,2023-01-10,10:43:09.867000,14,20,17227,2.82,2,12,2023-01-15,2023-01-14,7
382,817,349,2023-01-13,13:27:09.951000,2023-01-13,13:27:09.951000,15,5,10967,3.69,2,15,2023-01-17,2023-01-16,3
383,790,322,2023-01-12,08:46:09.881000,2023-01-12,08:46:09.881000,18,10,47106,2.99,2,29,2023-01-16,2023-01-13,10
384,824,356,2023-01-13,17:55:10.126000,2023-01-13,17:55:10.126000,3,18,9758,3.4,1,11,2023-01-15,2023-01-17,22
385,803,335,2023-01-13,08:35:09.951000,2023-01-13,08:35:09.951000,14,5,26400,3.92,2,12,2023-01-19,2023-01-16,26
386,810,342,2023-01-13,10:01:09.838000,2023-01-13,10:01:09.838000,20,3,13805,3.43,1,30,2023-01-18,2023-01-15,20
387,829,361,2023-01-16,09:28:10.238000,2023-01-16,09:28:10.238000,7,13,96886,2.31,1,24,2023-01-18,2023-01-19,26
388,767,297,2023-01-10,13:54:10.060000,2023-01-10,13:54:10.060000,6,6,2863,2.17,3,7,2023-01-12,2023-01-14,29
389,827,359,2023-01-16,08:39:09.859000,2023-01-16,08:39:09.859000,1,14,47761,3.18,3,32,2023-01-22,2023-01-17,10
390,822,354,2023-01-13,17:15:10.175000,2023-01-13,17:15:10.175000,8,9,9280,3.76,1,34,2023-01-16,2023-01-16,8
391,762,292,2023-01-10,10:06:10.138000,2023-01-10,10:06:10.138000,16,16,94248,2.27,3,26,2023-01-10,2023-01-11,26
392,809,341,2023-01-13,09:59:10.293000,2023-01-13,09:59:10.293000,9,2,24769,3.27,3,23,2023-01-14,2023-01-16,12
393,769,300,2023-01-10,15:30:09.996000,2023-01-10,15:30:09.996000,18,5,29056,3.08,3,22,2023-01-16,2023-01-16,9
394,781,313,2023-01-11,11:12:10.214000,2023-01-11,11:12:10.214000,10,16,56450,3.99,2,40,2023-01-11,2023-01-14,10
395,770,301,2023-01-10,15:34:10.154000,2023-01-10,15:34:10.154000,2,3,55196,3.27,3,39,2023-01-14,2023-01-12,12
396,804,336,2023-01-13,08:37:10.053000,2023-01-13,08:37:10.053000,16,7,82454,3.34,2,6,2023-01-15,2023-01-13,10
397,778,310,2023-01-11,09:59:10.068000,2023-01-11,09:59:10.068000,11,5,87466,2.46,3,30,2023-01-12,2023-01-17,29
398,779,311,2023-01-11,10:25:09.983000,2023-01-11,10:25:09.983000,11,18,91372,3.18,2,29,2023-01-15,2023-01-12,7
399,816,348,2023-01-13,12:39:10.724000,2023-01-13,12:39:10.724000,18,18,25868,2.38,2,40,2023-01-17,2023-01-17,1
